"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ingredients_url","Answer.command","Approve","Reject"
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","30IQTZXKAK7Z396CX73XCCPI3UEX0K","A37I58C4258IPX","Approved","Tue Jan 20 18:23:40 GMT 2015","Tue Jan 20 18:54:39 GMT 2015","Tue Jan 20 18:54:39 PST 2015","Tue Jan 20 12:43:22 PST 2015","","","1859","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Hand me the puff pastry.|The white box with the puff pastry.|Hand me the frozen spinach|The plastic bag with the frozen spinach.|Hand me the onion.|Hand me the large, round, white onion.|Now I'll take the garlic.|Hand me the smaller, round white vegetable with the stalks.|Now give me the olive oil.|Hand the the tall bottle with the greenish-brown clear liquid.|Now I'd like the ricotta.|Hand me the cheese in the larger, green and white round tub.|Ok, we're ready for some feta.|Hand me the feta cheese, in the smaller tub with the green lid.|All right, how about handing me the salt and pepper.|Hand me the salt and pepper in the two tall wooden dispensers.|Now carefully hand me the egg.|Hand me the egg, the small, oval, fragile white thing.|Finally, I'd like you to give me the sesame seeds.|Hand me the sesame seeds in the plastic bottle with the black lid."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","336YQZE83VFN44T9G670IQ5BDY3M58","A1F4D2PZ7NNWTL","Approved","Tue Jan 20 17:57:30 GMT 2015","Tue Jan 20 18:24:00 GMT 2015","Tue Jan 20 18:24:00 PST 2015","Tue Jan 20 12:43:24 PST 2015","","","1590","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Can you hand me the puff pastry?|The puff pastry in the rectangular red and white box|Can I have the frozen spinach?|The frozen spinach in the big bag on the left|Can I have the onion?|The onion is the large round item in the front?|Can you hand me the garlic?|Can I have the garlic is the small round bulb in the front on the left|Can I have the olive oil?|The olive oil in the tall glass bottle on the right.|Can you hand me the ricotta?|The ricotta is the small round container in front of the puff pastry.|Can you hand me the feta?|The feta is in the small square container right in front of the puff pastry.|Can you hand me the salt and pepper?|The salt and pepper are in the wooden mills right next to the olive oil.|Can you hand me the egg?|It's right in front of the feta and ricotta.|Can you hand me the sesame seeds?|The sesame seeds in the plastic container in front of the salt & pepper shakers"
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","338JKRMM260YIW4FK5I4YWD1OQ5HA0","A3BY2WDCY8YLDE","Approved","Tue Jan 20 17:58:12 GMT 2015","Tue Jan 20 18:10:20 GMT 2015","Tue Jan 20 18:10:20 PST 2015","Tue Jan 20 12:43:24 PST 2015","","","728","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Can you hand me the puff pastry?|Please hand me the puff pastry box that is next to the salt and pepper.|See the spinach, can you hand me that.|I need the frozen spinach that is in the green and white bag to the left.|Next, I need an onion. Do you see the onion?|Hand me the onion that is next to the feta cheese.|Can you please get me the garlic?|Oh, the garlic is right in front of the frozen spinach, that was next to the onion.|Hey, can you get the olive oil?|Its on the right end in a clear bottle with a spout.|Can you pass me the ricotta?|Yes, its in between the onion and egg.|Do you see the feta over there?|It should be right in front of the puff pastry and behind the egg.|Can you hand me the salt and pepper?|Both the salt and pepper next to the olive oil.|Can you grab the egg for me.|The egg should be in front  of the feta cheese in the middle of the counter.|Do you see the sesame seeds?|If I'm not mistaken the seeds are in front of the wooden salt and pepper shakers."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","33OOO72IVHMCGKS84DVKIA6DZNKTCN","A25D66AC4QUW2U","Approved","Tue Jan 20 17:57:59 GMT 2015","Tue Jan 20 18:48:22 GMT 2015","Tue Jan 20 18:48:22 PST 2015","Tue Jan 20 12:43:22 PST 2015","","","3023","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Please hand me the puff pastry.|Give me the puff pastry next to the frozen spinach. |Please hand me the frozen spinach.|Give me the frozen spinach located to your left.|Please hand me the onion.|Give me the onion next to the garlic in front of you.|Please hand me garlic.|Give me the garlic near the onion, to your left.|Please hand me the olive oil.|Give me the olive oil in the tall bottle.|Please hand me the ricotta.|Please give me the ricotta next to the butter to your left.|Please give me feta.|Please give me the feta in the refrigerator next to the milk.|Please hand me salt and pepper.|Please give me salt and pepper that are located next to the olive oil bottle.|Please hand me an egg.|Please give me an egg located near the butter just in front of you.|Please give me sesame seeds.|Please give me sesame seeds in the small bottle located near the olive oil bottle."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","34V1S5K3GS24GOATWGD05ADR9U7699","AYY5ZN9LNCDX3","Approved","Tue Jan 20 18:58:34 GMT 2015","Tue Jan 20 19:03:18 GMT 2015","Tue Jan 20 19:03:18 PST 2015","Tue Jan 20 12:43:23 PST 2015","","","284","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Please give me the puff pastry.|Give me the puff pastry that's right of the spinach, all the way in the back.|Please hand me frozen spinach.|Give me the frozen spinach that's all the way in the left.|Please hand me the onion.|Give me the onion that's to the right of the garlic.|Give me garlic.|Please hand me the garlic that's all the way to the left in front of the spinach.|Please hand me the olive oil.|Give me the olive oil that's all the way to the right side.|Please hand me ricotta.|Give me the ricotta that's right in front of the puff pastry.|Give me Feta.|Hand me the feta that's right to the right of ricotta.|||Please hand me the egg.|Give me the egg that's between ricotta and feta.|Hand me the sesame seeds.|Give me the sesame seeds that's to the right of feta."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","358010RM5EUFWA7S04RMX5F8XQVXVG","A1XUZFDVKP95VC","Approved","Tue Jan 20 19:06:16 GMT 2015","Tue Jan 20 19:10:30 GMT 2015","Tue Jan 20 19:10:30 PST 2015","Tue Jan 20 12:43:23 PST 2015","","","254","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","can you hand me the box of puff pastries|can you give me the box of puff pastry in the back of the items|can you give me the frozen spinach|can you give me the large bag of frozen spinach on the left|can you hand me the onion|can you hand me the large white onion next to the garlic|can you hand me the garlic|can you hand me the large clove of garlic in the front|can you hand me the olive oil|can you hand me the glass jar of olive oil|can you hand me the ricotta cheese|can you hand me the tub of ricotta cheese next to the onion|can you hand me the container of feta cheese|could you give me the container of feta cheese behind the egg|can you hand me the salt and pepper|could you give me the salt and pepper shakers next to the olive oil|can you give me the egg|can you give me the single egg up front near the cheese|can you hand me the shaker of sesame seeds|could you give me the container of sesame seeds in front of the salt and pepper shakers"
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","39K0FND3AHGKAA5QB2YHQ1LX5C4MAE","A37RSO5DIF5HB","Approved","Tue Jan 20 17:57:56 GMT 2015","Tue Jan 20 18:11:37 GMT 2015","Tue Jan 20 18:11:37 PST 2015","Tue Jan 20 12:43:24 PST 2015","","","821","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Please hand me the Puff Pastry.|Please hand me the Puff Pastry beside the frozen spinach.|Hand me the frozen spinach.|Please hand me the frozen spinach on the left side of the counter.|Hand me the onion.|Please hand me the onion beside the garlic.|Hand me the garlic please.|Please hand me the garlic on the left of the counter please.|Hand me the olive oil.|Please hand me the olive oil in the tall bottle please.|Hand me the rocotta.|Please hand me the rocotta in the container please.|Hand me the feta.|Please hand me the feta on the counter please.|Hand me the salt and pepper.|Please hand me the salt and pepper on the right side of the counter please.|Give me the egg.|Please hand me the egg on the counter please.|Hand me the sesame seeds.|Please hand me the sesame seeds on the right of the counter."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","39RP059MEHUPTKAIHGYDLC53NUPBMY","ATV65PFDODC08","Approved","Tue Jan 20 17:57:42 GMT 2015","Tue Jan 20 18:04:24 GMT 2015","Tue Jan 20 18:04:24 PST 2015","Tue Jan 20 12:43:23 PST 2015","","","402","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Hand me the puff pastry|the pastry sheets...|Hand me the spinach|i need the spinach|Hand me an onion|Please, hand me an onion.|Hand me a garlic clove|The small, white round one.|Hand me the olive oil?|It's the big bottle of oil on the right.|Can you hand me the ricotta cheese?|Yes, hand me the tub on the left.|Now, hand me the feta cheese.|Hand me the square tub on the right.|Hand me the salt and pepper shakers.|Hand me both shakers.|Hand me the egg please.|Hand me the single egg.|Lastly, I need the sesame seeds.|Hand me the seeds in the spice container."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","3B3WTRP3DB3GYNRS9E1XFXWFTP629P","A33SMNMTMIOJ6T","Approved","Tue Jan 20 17:58:11 GMT 2015","Tue Jan 20 18:06:02 GMT 2015","Tue Jan 20 18:06:02 PST 2015","Tue Jan 20 12:43:22 PST 2015","","","471","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Please give me the puff pastry.|I need the pastry shell, please.|Now give me the frozen spinach.|Hand me the spinach, please.|We need a piece of onion.|Grab that bulb of garlic, if you could.|Now we need to prepare the garlic.|Take that clove of garlic, please.|Pass the olive oil.|The oil is in that bottle to the right.|Please give me the ricotta.|No, that cheese is near the center.|Pass me the feta, if you will.|The feta cheese is near the center.|Hand me the salt and pepper, please.|I need those two grinders towards the right.|Now I need to use an egg.|Please give me that egg near the center.|And now it's time to add the sesame seeds.|Those sesame seeds in the container with the black label."
"33NKDW9FFXJGAH3YJLRFITV004SXCF","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 17:57:13 GMT 2015","30","BatchId:1794139;","3600","28800","Thu Jan 22 17:57:13 GMT 2015","","","3BXQMRHWKZZ4PJJOH7F8Q2XRCFWUMY","A3OJCWC178255T","Approved","Tue Jan 20 18:14:30 GMT 2015","Tue Jan 20 18:21:35 GMT 2015","Tue Jan 20 18:21:35 PST 2015","Tue Jan 20 12:43:24 PST 2015","","","425","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/puff_pastry/puff_pastry_master.png","Hand me the puff pastry.|Give me the puff pastry from the middle of the table.|Please give me the frozen spinach.|Give me the frozen spinach from the left side of the table.|Can I please have the onion?|Please hand me the onion that is next to the garlic.|Please give me the garlic.|Give me the garlic that is on the left side of the onion.|Hand me the olive oil.|Please hand me the olive oil from the right side of the table.|Can I have the ricotta please?|Please hand me the ricotta that is in front of the puff pastry.|Can I have the feta?|Please hand me the feta that is to the right of the ricotta cheese.|Please hand me the salt and pepper.|Please hand me the salt and pepper that is next to the olive oil.|Can I have the egg please?|I need you to hand me the egg that is in front of the feta.|I need you to hand me the sesame seeds.|Please hand me the sesame seeds that are in front of the salt and pepper."
