"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.chocolate_url","Input.butter_url","Input.eggs_url","Input.sugar_url","Input.vanilla_url","Input.flour_url","Input.salt_url","Answer.command","Approve","Reject"
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","32M8BPYGATNZOIS2CNSZUUPJIW7IG8","A2SY2N44N1RWVA","Approved","Fri Dec 26 01:52:48 GMT 2014","Fri Dec 26 01:54:42 GMT 2014","Fri Dec 26 09:54:42 GMT 2014","2014/12/26 09:58:46 +0000","","","114","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the chocolate chips.|Please hand me the butter.|Please hand me the eggs.|Please hand me the sugar.|Please hand me the vanilla.|Please hand me the flour.|Please hand me the salt."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","33C7UALJVLZ9VXQMLIV5AIRZDSP18N","A2VPKXBJG3MOF6","Approved","Fri Dec 19 21:24:38 GMT 2014","Fri Dec 19 21:27:01 GMT 2014","Fri Dec 19 21:27:01 PST 2014","Fri Dec 19 13:53:59 PST 2014","","","143","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me morsels |Please hand me butter |Please hand me eggs |Please hand me sugar |Please hand me vanilla extract |Please hand me flour |Please hand me salt"
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","33F859I566E31697QJI0T7X72NJHBE","A12SMSQ6D5227J","Approved","Fri Dec 19 23:30:25 GMT 2014","Fri Dec 19 23:31:24 GMT 2014","Sat Dec 20 07:31:24 GMT 2014","2014/12/20 07:33:46 +0000","","","59","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the bag of chocolate chips.|Please hand me the butter.|Please hand me the eggs.|Please give me the sugar.|Please give me the vanilla.|Hand me the flour.|Give me the salt."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","34PGFRQONOCRGF289AHHSYQ7PW3JWV","A88I5BQOWZZXO","Approved","Wed Dec 24 21:29:59 GMT 2014","Wed Dec 24 21:31:33 GMT 2014","Thu Dec 25 05:31:33 GMT 2014","2014/12/25 05:33:46 +0000","","","94","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the chocolate chips.|Please hand me the butter.|Please hand me the butter.|Please hand me the sugar.|Please hand me the vanilla.|Please hand me the flour.|Please hand me the salt shaker."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","34QN5IT0TZS9O854PZR5WD8P84L801","AN9MVFWRCF2OP","Approved","Sat Dec 20 19:33:37 GMT 2014","Sat Dec 20 19:35:25 GMT 2014","Sat Dec 20 19:35:25 PST 2014","Sat Dec 20 12:08:43 PST 2014","","","108","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please pass me the chocolate chips.|Please hand me the butter.|Please pass me the eggs.|Hand me the sugar.|Pass me the vanilla.|Please hand me the flour.|Please pass me the salt."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","35L9RVQFCOJIX5IDQAZVYXPVR8SHUX","A221FSWO28B4YF","Approved","Fri Dec 19 23:43:34 GMT 2014","Fri Dec 19 23:46:06 GMT 2014","Sat Dec 20 07:46:06 GMT 2014","2014/12/20 07:48:46 +0000","","","152","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please open the bag of chocolate chips.|Hand me the butter.|Hand me the eggs.|Open the bag of sugar.|Take the lid off the vanilla.|Open the bag of flour.|Hand me the salt shaker."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","37Z929RLG99SN1H41ZLKXFAVH7USTY","A147C3ZNQPZY4X","Approved","Sat Dec 20 06:01:51 GMT 2014","Sat Dec 20 06:06:20 GMT 2014","Sat Dec 20 14:06:20 GMT 2014","2014/12/20 14:08:46 +0000","","","269","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please place chocolate chips in saucepan.|Please add butter to saucepan and heat on medium temperature.|Please add butter to mixer bowl and turn onto medium speed.|Please add sugar to mixer bowl.|Please add vanilla to mixer bowl. Mix on high for 10 minutes.|Turn off mixer. Please add flour to mixer bowl.|Please add salt to mixer bowl. Turn on mixer on low speed. Slowly add chocolate mix. Portion cookies on sheet. Place in oven. Bake at 350 degrees for 35 minutes."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","37Z929RLG99SN1H41ZLKXFAVHAPSTZ","A2AWDYE8TVVZMV","Approved","Sun Dec 21 03:06:50 GMT 2014","Sun Dec 21 03:08:35 GMT 2014","Sun Dec 21 11:08:35 GMT 2014","2014/12/21 11:08:46 +0000","","","105","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the chocolate chips|Please hand me the butter|Please hand me the eggs|Please hand me the sugar|Please hand me the vanilla|Please hand me the flour|Please hand me the salt"
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","3D3VGR7TA0GBN5JX7VFOPS1114TR3J","A2Y5DDEPG81LLJ","Approved","Fri Dec 19 21:45:54 GMT 2014","Fri Dec 19 21:47:32 GMT 2014","Fri Dec 19 21:47:32 PST 2014","Fri Dec 19 13:53:58 PST 2014","","","98","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the bag of chocolate.|Please hand me the stick of butter.|Please hand me the carton of eggs.|Please hand me the bag of sugar.|Please hand me the bottle of vanilla.|Please hand me the bag of flour.|Please hand me the salt shaker."
"3ULIZ0H1VA6NLV9QXIJ09ELP269510","310F0WGLWJAMMVX3LGOYHPTA5LNTLJ","Cooking with Robotic Assistance","Write a command to ask a robot to hand you an ingredient","image, cooking, robot, command, assistance","$0.15","Fri Dec 19 21:23:04 GMT 2014","100","BatchId:1771385;","3600","28800","Fri Dec 26 21:23:04 GMT 2014","","","3D4CH1LGEAU6DHZZ8TMMH1QG08WG94","ANHAQ8Q7ZH72E","Approved","Fri Dec 26 17:25:53 GMT 2014","Fri Dec 26 17:29:17 GMT 2014","Sat Dec 27 01:29:17 GMT 2014","2014/12/27 01:33:46 +0000","","","204","100% (1/1)","100% (1/1)","0% (0/0)","http://cs.brown.edu/~dwhitney/ingredient_images/chocolate.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/butter.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/eggs.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/sugar.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/vanilla.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/flour.jpg","http://cs.brown.edu/~dwhitney/ingredient_images/salt.jpg","Please hand me the nag of chocolate chips.|Please pass me the stick of butter.|May I please have the box of pate.|Please hand me the bag of sugar.|Please hand me the bottle of vanilla extract.|May I please have a the bag of flour|Please pass me the salt shaker."
