"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ingredients_url","Answer.command","Approve","Reject"
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","32UTUBMZ7GX8J74RV8Z488OGENFBVT","A3V00TU4J1O26Z","Approved","Tue Jan 20 20:23:05 GMT 2015","Tue Jan 20 20:29:01 GMT 2015","Wed Jan 21 04:29:01 GMT 2015","2015/01/21 04:33:46 +0000","","","356","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Can you give me the beef?|The beef in the bowl. Can you give me the bowl with the beef.|Hand me the onion?|The onion on the counter, can you hand it to me?|Can you give me the garlic.|It's right there.|Toss me the ginger?|The ginger, right there next to the garlic.|Can you pass me the curry powder.|It's next to the bell pepper.|Can you pass me the cayenne?|Yeah, right behind the onion.|Can you give me the coconut milk.|It's the one in the can that says coconut milk.|Give me the soy sauce.|In the bottle. It says kikkoman.|Can you give me the fish sauce?|It's in the bottle next to the soy sauce.|Hand me the bell pepper?|The yellow bell pepper next to the curry powder.|Hand me the cherry tomatoes?|The little tomatoes in the container. It's near the onion.|Give me the green onion.|The green onion, it's next to the regular onion on the left side."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","33ISQZVXPPNVU3QXIR0UT069B1ZCC2","A2QCBYREDUOIWV","Approved","Tue Jan 20 20:25:25 GMT 2015","Tue Jan 20 20:35:16 GMT 2015","Wed Jan 21 04:35:16 GMT 2015","2015/01/21 04:38:46 +0000","","","591","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Please hand me the chuck roast.|I'd like for you to hand me the cut up beef in the white bowl.|Please give me the onion.|Hand me the large white onion in front of the tomatoes.|Please hand me the garlic.|Hand me the small white garlic bulb next to the green onions.|Please hand me the ginger.|Hand me the ginger which looks like a root next to the green onions.|Please hand me the curry powder.|Hand me the curry powder which is in the small white spice container next to the yellow bell pepper.|Can you please hand me the Cayenne pepper?|Yes, hand me the cayenne pepper which is on the left near the tomatoes.|Please get me the coconut milk.|Please get the coconut milk from the refrigerator.|Please hand me the soy sauce.|Hand me the soy sauce which is in the tall bottle with the red cap.|Can you please hand me the fish sauce?|Hand me the fish sauce which is next to the soy sauce in the bottle with the white cap.|Please hand me the bell pepper.|Hand me the yellow bell pepper which is on the right hand side.|Can you please hand me the cherry tomatoes?|I need for you to give me the cherry tomatoes which are in the clear plastic container on the left hand side.|Please hand me the green onion.|Hand me the green onions which are on the right hand side in front of the tomatoes."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","33LKR6A5KELSTHIAOG601ENMVQ81TK","A3ODG942FG22PJ","Approved","Tue Jan 20 20:23:43 GMT 2015","Tue Jan 20 20:48:06 GMT 2015","Wed Jan 21 04:48:06 GMT 2015","2015/01/21 04:48:47 +0000","","","1463","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Please hand me the beef.|The beef to the left of the yellow bell pepper.|Please hand me the onion.|Give me the onion ton the left of the bowl of beef.|Please hand me the garlic.|Give me the garlic on the left of the onion.|Please hand me the ginger.|Give me the ginger on the left of the garlic.|Please hand me the curry powder.|The curry powder is behind the bowl of beef, left of the bell pepper.|Please hand me the cayenne.|Yes, to the right of the tomatoes.|Please hand me the coconut milk.|Give me the coconut milk behind the bowl of beef, left of the soy sauce.|Please hand me the soy sauce.|Give me the soy sauce that's on the right of the coconut milk.|Please hand me the fish sauce.|Give me the fish sauce that is behind the onion.|Please hand me the bell pepper.|Give me the bell pepper on the right of the counter and curry pepper.|Please hand me the cherry tomatos.|Give me the cherry tomatoes on the left of the counter and onion.|Please hand me the green onion.|Give me the green onion that is below the cherry tomatoes."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","358UUM7WRZ4TOOKK97IE29DHARAR7T","A2DB5PGPTMYVSD","Approved","Tue Jan 20 20:25:23 GMT 2015","Tue Jan 20 20:44:08 GMT 2015","Wed Jan 21 04:44:08 GMT 2015","2015/01/21 04:48:47 +0000","","","1125","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Can you pass the beef please?|Can you hand me the while bowl of beef in front?|Can you pass me the onion please?|Can you grab that white bulb and hand it to me?|Can you pass me the garlic?|Can you pick up that small spice jar of minced garlic and hand it to me?|Can you pass me the ginger please?|Can you grab that glass bottle of ginger and hand it to me?|Can you hand me the curry powder?|Can you grab that small white box of curry powder and hand it to me?|Can you hand me the cayenne pepper?|Can you grab the red cayenne powder and carefully hand it to me?|Can you pass me the coconut milk>|Can you please hand me the tin can of coconut milk?|Can you hand me the soy sauce?|Can you pass me the large bottle of soy sauce with the yellow label?|Can you pass me the fish sauce?|Can you hand me the clear bottle of soy sauce?|Can you pass me the bell pepper?|Can you hand me the yellow bell pepper?|Can you pass me the cherry tomatoes?|Can you hand me the plastic container with the red tomatoes?|Can you hand me the green onions?|Can you hand me the long green onions on the left side?"
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","37WLF8U1WPROXKTK0D4PVJR7KOXK6V","A31A4YKVSOYRVS","Approved","Tue Jan 20 20:22:56 GMT 2015","Tue Jan 20 21:16:21 GMT 2015","Wed Jan 21 05:16:21 GMT 2015","2015/01/21 05:18:46 +0000","","","3205","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Could you hand me the beef, please?|The beef, in the white bowl.|Could you please hand me the onion? |It's right beside the ginger and the bowl of beef.|Can you hand me the garlic?|It's the small, white bulb.|Could you please hand me the ginger?|It's on the right, the brown root veggie.|Can you hand me the curry powder? |It's in the square tin, beside the pepper.|Could you please hand me the cayenne? |It's in the little bottle with the black lid, beside the tomatoes.|Could you please hand me the coconut milk? |It's right there, in the yellow can.|Could you please hand me the soy sauce? |It's in the tall bottle with the red lid. |Could you please hand me the fish sauce?|It's in that yellow bottle, with the white lid. |Could you please hand me the bell pepper?|It's on the right, it's a big yellow bulb. |Could you please hand me the cherry tomatoes?|They are the little red veggies in the plastic box. |Could you please hand me the green onion?|They're the green stocks, on the left."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","38SKSKU7R1YFAA63NEPF7MURIFXILQ","A3MTAJHYHCIJK4","Approved","Tue Jan 20 20:30:39 GMT 2015","Tue Jan 20 20:41:23 GMT 2015","Wed Jan 21 04:41:23 GMT 2015","2015/01/21 04:43:46 +0000","","","644","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Please hand me the beef.|Please pick up the bowl of beed and hand it to me.|Please grab the onion for me.|Please get the white onion, to the left of the beef.|Please give me the garlic.|The garlic is in front of the onion, please get it for me.|Please give me the ginger.|The ginger is on the left front corner of the table, in front of the green onions, please give it to me.|Please give me the Curry Powder.|The curry powder is behind the beef, next to the bell pepper, please give it to me.|Please give me the cayenne.|The cayenne is in a bottle next to the tomatoes, please give it to me.|Please give me the coconut milk.|The coconut milk is nect to the curry powder, and behind the beef, please give it to me.|Please give me the soy sauce.|The soy sauce is next to the coconut milk and behind the beef please give it to me.|Please give me the fish sauce.|The fish sauce is between the soy sauce and the cayenne, please gice it to me.|Please give me the bell pepper.|The bell pepper is in the back right corner of the table, please give it to me.|Please give me the cherry tomatoes.|The cherry tomatoes are on the back left corner of the table, please give them to me.|Please give me the green onion.|The green onion is between the ginger and the cherry tomatoes, please give it to me."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","39PAAFCODM18FTY8VUQP82U2KUFTV1","A2GQLW59SKDSJ6","Approved","Tue Jan 20 20:37:11 GMT 2015","Tue Jan 20 20:42:40 GMT 2015","Wed Jan 21 04:42:40 GMT 2015","2015/01/21 04:43:46 +0000","","","329","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Can I have the beef?|The big bowl of meat.|Hand me the onion, please?|Can I have the white onion?|Please give me the garlic.|The garlic next to the onion, grab that?|Ok can I have the ginger?|Do you know what it looks like? It's brown and rootlike.|Please hand me the curry powder?|It's behind the meat in a box, can you hand me that?|Can I have the cayenne?|Yeah it's on the left in a jar type thing... It's powder. Can you grab it?|Hand me the coconut milk please?|The coconut milk. It's in a yellow can.|Please toss me the soy sauce.|The brown soy sauce, do you see it?|Ok now I want the fish sauce can you get it?|Fish sauce, please. Glass bottle with a yellow label. Do you see it?|Can you get me the bell pepper?|The bell pepper, please. We only have one.|I need the cherry tomatoes, please.|The box of small tomatoes. Do you see it?|Can I please have the green onion?|Green onion... It's green. Do you see it now?"
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","3A4TN5196KJMBB1D4JEV4R3POT4HCG","A1YGSYTOGXCQY7","Approved","Tue Jan 20 20:22:21 GMT 2015","Tue Jan 20 20:52:00 GMT 2015","Wed Jan 21 04:52:00 GMT 2015","2015/01/21 04:53:46 +0000","","","1779","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Hand me the beef.|Hand me the bowl of meat.|Hand me the onion.|Hand me the white onion in front of the Thai sauce.|Hand me the garlic|Hand me the garlic next to the onion and ginger.|||Hand me the ginger root.|Hand me the ginger on the left of the garlic.|Hand me the cayenne|Hand me the seasoning behind the onion and next to the tomatoes.|Hand me the coconut milk.|Hand me the can of coconut milk next the curry seasoning.|Hand me the soy sauce.|Hand me the sauce container next to the coconut milk.|Hand me the fish sauce.|Hand me the sauce next to the soy sauce.|Hand me the bell pepper.|Hand me the yellow pepper on the right.|Hand me the tomatoes.|Hand me the cherry tomatoes next to the cayenne.|Hand me the green onion.|Hand me the green stalks in front of the tomatoes."
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","3D3VGR7TA0GBN5JX7VFOPS115POR3O","AEFZ7E5M1QZ0P","Approved","Tue Jan 20 20:24:52 GMT 2015","Tue Jan 20 21:19:46 GMT 2015","Wed Jan 21 05:19:46 GMT 2015","2015/01/21 05:23:46 +0000","","","3294","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","May you please hand me the beef in the bowl?|The beef, its in the bowl. Can you please hand it to me?|Now can you please hand me the onion next to the beef?|I need the onion by the beef please, can you hand it to me?|Now I need some garlic please thats on the table.|I need the ingredient Garlic please, its on the table. |Now can you please pass me the ginger next to the tomatoes? |The ginger by the tomatoes, may I please have them?|Now can you hand me the box of Curry Powder?|Its next to the bell pepper, may I have it now?|Now I need the Cayenne pepper please.|Yes it is, its the little black lid seasoning. May I have it now?|Now I please need the Coconut milk if you could hand that to me. |Its the milk in the can next to the Soy Sauce, may I have it now?|Now I need the Soy sauce, could you grab that for me please?|The tall bottle with the red lid, can I have it next please?|Next is the Fish Sauce, can I have it?|Its the bottle with the white lid next to the soy sauce, may I please have it?|Can you hand me the Yellow Bell Pepper next?|The Bell Pepper, its yellow. Can you please hand it to me? |Now can I have the Cherry Tomatoes?|The Cherry Tomatoes that are on the far left please. |Last I need the Green Onion laying on the table on the left. |The green Onion on the left, may I have it now please?"
"3F6045TU7DPOBNEX4LBA008ANG099T","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 20:21:53 GMT 2015","30","BatchId:1794323;","3600","28800","Thu Jan 22 20:21:53 GMT 2015","","","3DI28L7YXAFQ4Y0DYLH52SNLSGKE16","AKZ8SFOAI4RZN","Approved","Tue Jan 20 20:26:52 GMT 2015","Tue Jan 20 20:38:58 GMT 2015","Wed Jan 21 04:38:58 GMT 2015","2015/01/21 04:43:46 +0000","","","726","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/beef_curry/beef_curry.png","Can you hand me the plate of beef?|I'd like the cut up beef sitting on the plate.|Can I you give me the onion?|I'd like the onion, the large white bulbous thing.|Please give me the garlic.|I want the white garlic sitting between the ginger and the onion.|Could I please get the ginger?|The ginger is sitting on the left side of the table up front.|Can you hand me the curry powder?|It is sitting in the back, to the left of the yellow pepper.|Can you pass me the cayenne?|Yes, it is on the left side of the table but to the right of the red tomatoes.|Could I get the the coconut milk please?|I think it is the one in the yellow can in the back row.|Please give me the soy sauce.|The soy sauce is the tallest bottle.|Can I get the fish sauce from you?|The fish sauce is the second to tallest bottle.|I'd like the bell pepper please.|The bell pepper is yellow and is furthest on the right side.|Please give me the box of cherry tomatoes.|THe cherry tomatoes are sitting in the back row in the left side of the table.|Now, please give me the green onion.|The green onion is the long green stalk looking vegetable."
