"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.artichoke_url","Input.parmesan_url","Input.parsley_url","Input.bread_crumbs_url","Input.olive_oil_url","Answer.command","Approve","Reject"
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","30ZX6P7VF8W54Z41VQSA4RAIOMCJ2E","A12J4IRF5Z06BT","Approved","Fri Jan 16 21:34:00 GMT 2015","Fri Jan 16 21:38:36 GMT 2015","Fri Jan 16 21:38:36 PST 2015","Fri Jan 16 13:43:26 PST 2015","","","276","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Can you hand me those artichokes?|Please hand me the artichokes, to the right of the cutting board.|Would you be able to hand me the parsley?|If you could hand me the parsley on the cutting board?|May I see the bread crumbs?|Please hand me the bread crumbs, they are to the left of the cutting board|Can I have the Parmesan cheese?|May I see the parmesan cheese, it's in the bowl by the cutting board.|Last, can I see the olive oil?|Can you hand me the olive oil, in that bottle by the microwave?"
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","31EUONYN2V4S21T0ZD4QESOFKEGVOI","A1XBKS1U674XFA","Approved","Fri Jan 16 21:38:17 GMT 2015","Fri Jan 16 21:42:15 GMT 2015","Fri Jan 16 21:42:15 PST 2015","Fri Jan 16 13:43:41 PST 2015","","","238","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Hand me the artichokes.|Give me the green artichokes that are in front of the microwave.|Hand me the parsley please. |Get me the green parsley on the cutting board. |Get me the breadcrumbs. |Get me the breadcrumbs in the black and white container. |Get me the parmesan cheese. |Get me the parmesan cheese that's in the glass bowl. |Give me the olive oil.|Give me the olive oil that's in the tall glass bottle."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","31QTRG6Q2TERRV06JO4PARXZC0EPY2","A2GQLW59SKDSJ6","Approved","Fri Jan 16 21:38:26 GMT 2015","Fri Jan 16 21:40:38 GMT 2015","Fri Jan 16 21:40:38 PST 2015","Fri Jan 16 13:43:39 PST 2015","","","132","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Can I have the artichokes?|Give me the artichokes in front of the aunt jemima box.|Hand me the parsley.|Can I have the parsley- it is on the chopping board.|Can I have the breadcrumbs?|The breadcrumbs- can I have those please?|Please hand me the Parmesan cheese.|Can I please have the bowl of cheese?|Can I have the olive oil please?|The olive oil? In the tall bottle?"
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","32SCWG5HIH5P8BQ0D59XR0D6DQL6PJ","A3JI3B5GTVA95F","Approved","Fri Jan 16 21:34:08 GMT 2015","Fri Jan 16 21:42:26 GMT 2015","Fri Jan 16 21:42:26 PST 2015","Fri Jan 16 13:43:40 PST 2015","","","498","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Please hand me the artichokes.|Give me the artichokes in front of the microwave.|Please hand me the parsley.|Give me the parsley in front of the container.|Please hand me the bread crumbs.|Give me the bread crumbs on the left side of the counter-top. |Please hand me the Parmesan cheese.|Give me the Parmesan cheese in the glass bowl on the left.|Please hand me the olive oil.|Give me the olive oil next to the microwave."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","32XVDSJFPZYV57AMYN52KJ2ZSG82M2","A20JA64BT9D6FR","Approved","Fri Jan 16 21:37:15 GMT 2015","Fri Jan 16 21:42:41 GMT 2015","Fri Jan 16 21:42:41 PST 2015","Fri Jan 16 13:43:42 PST 2015","","","326","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Pass the artichokes, please.|I need the artichokes on the right.|Please give me the parsley.|Pass me the parsley on the cutting board.|I need the breadcrumbs.|Pass me the container of bread crumbs.|Pass the bowl of cheese.|I want the bowl of Parmesan.|Hand me the oil.|I need the olive oil in the clear jar."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","345LHZDEDXT33XBEBPATU3OLBGAU3W","A39NHCOMRAS4ST","Approved","Fri Jan 16 21:35:22 GMT 2015","Fri Jan 16 21:41:55 GMT 2015","Fri Jan 16 21:41:55 PST 2015","Fri Jan 16 13:43:40 PST 2015","","","393","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Please hand me the 4 artichokes. |Please hand me the four green round veggies in from of the Aunt Jamima box.|Please hand me the parsley.|Please hand me the bunch of leafy greens that are laying on the cuttingboard.|Please hand me the breadcrumbs.|Please hand me the cylinder shaped container that says 4C on the front.|Please hand me the parmesan cheese. |Please hand me the bowl of cheese that is to the left of the cutting board and in front of the breadcrumbs.|Please hand me the olive oil.|Please hand me the tall bottle of yellow oil that is behind the artichokes. Thanks."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","34J10VATJFZQ17MGFJXBO8TLRD2IQG","A33B85TN97HQ33","Approved","Fri Jan 16 21:40:09 GMT 2015","Fri Jan 16 21:42:45 GMT 2015","Fri Jan 16 21:42:45 PST 2015","Fri Jan 16 13:43:42 PST 2015","","","156","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Please hand me the artichokes.|Hand me the large, green artichokes.|Hand me the parsley.|Please hand me the green, leafy parsley.|Hand me the bread crumbs.|Hand me the canister of bread crumbs.|Please hand me the parmesan.|Hand me that grated parmesan.|Hand me the olive oil.|Hand me the bottle of olive oil."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","358010RM5EUFWA7S04RMX5F8WIKVXM","AJ96T4J2PFLWG","Approved","Fri Jan 16 21:33:04 GMT 2015","Fri Jan 16 21:38:02 GMT 2015","Fri Jan 16 21:38:02 PST 2015","Fri Jan 16 13:43:25 PST 2015","","","298","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Please hand me those artichokes.|The artichokes right there, please hand them to me.|Can you get that parsley for me please?|Can I have the parsley that is on the counter please?|Can you hand me those bread crumbs?|Please hand me that container of breadcrumbs.|I need the parmesan cheese, can you get it for me? |Hand me the parmesan cheese please.|Please get that bottle of olive oil for me.|The bottle right there, olive oil, hand it to me please."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","35L9RVQFCOJIX5IDQAZVYXPVULTHUR","A2YYQJ3JWA2KGD","Approved","Fri Jan 16 21:36:25 GMT 2015","Fri Jan 16 21:40:15 GMT 2015","Fri Jan 16 21:40:15 PST 2015","Fri Jan 16 13:43:39 PST 2015","","","230","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Pass me the artichokes.|Please hand me the four artichokes on the counter.|Hand me the parsley. |Please give me the bunch of parsley on the cutting board.|Pass the breadcrumbs.|Please give me the can of bread crumbs.|Hand me the Parmesan.|Please give me the bowl of Parmesan cheese.|Hand over the olive oil.|Please give me the bottle of olive oil."
"31D0ZWOD0A0KKC0PWV6H3KI1QS9A0E","347175VYZ0878JMLDRF5KSPG4XTQH9","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.20","Fri Jan 16 21:32:36 GMT 2015","100","BatchId:1791393;","3600","28800","Fri Jan 16 21:42:53 GMT 2015","","","36PW28KO4ZXMYMDDU4AYDTGOV28AER","A3R25SV8HUGML2","Approved","Fri Jan 16 21:33:08 GMT 2015","Fri Jan 16 21:37:07 GMT 2015","Fri Jan 16 21:37:07 PST 2015","Fri Jan 16 13:43:25 PST 2015","","","239","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg","Please hand me the artichokes.|Give me the artichokes on the right side of the cutting board.|Give me the parsley.|Please hand me the parsley bunch, it's on the cutting board.|Can you please hand me that tin of bread crumbs?|Please hand me the can of seasoned bread crumbs, the one in front of the juice.|Hand me the bowl of cheese.|The bowl with the white stuff in it to the left of the cutting board.|Please hand me the bottle of olive oil|Hand me the tall bottle next to the microwave."
