"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ingredients_url","Answer.command","Approve","Reject"
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","304SM51WA35SRFNN1DUZXL49FJCSBW","AR24CTAWN9GI0","Approved","Tue Jan 20 18:55:30 GMT 2015","Tue Jan 20 19:01:52 GMT 2015","Wed Jan 21 03:01:52 GMT 2015","2015/01/21 03:03:46 +0000","","","382","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Please give me the olive oil.|The olive oil by the tomato sauce.|Please hand me the garlic.|The garlic in front of you.|Let me have the bell pepper please.|The bell pepper by the rice please...|Could you hand me an onion.|Onion by the basket under the table. |Can I get that bag of rice.|The rice bag on the table right by the other ingredient. |Pass me the tomato sauce.|It is between olive oil and chicken broth. |Hand me the chicken broth please.|It is right by the tomato sauce.|Let me have the salt. |On the table between peppers. |Black pepper please.|Right by the salt THAT YOU JUST GAVE ME A SECOND AGO?!|Let me have the oregano.|O-R-E-G-A-N-O. By the salt."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","31T4R4OBOSHPIMV1RASJDEEVAQZ7CV","A3M9TGD1K93PIB","Approved","Tue Jan 20 18:54:48 GMT 2015","Tue Jan 20 19:07:41 GMT 2015","Wed Jan 21 03:07:41 GMT 2015","2015/01/21 03:08:48 +0000","","","773","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Can you hand me the Olive oil please?|The olive oil.  It's in the glass jug.|Can you grab me the garlic?|It's the little white thing.|Ok!  Now we need the bell pepper.|The bell pepper.  It's the green thing that's about the size of a tomato.  Can you grab it?|Next, we need the onion.|The onions are the ones with long green stems.|OK.  Can you grab me the Basmati rice next?|It's the orange plastic bag.|Next, can you hand me the tomato sauce?|It's actually in the middle.  The can with the red label.|Can you grab me the chicken broth please?|It's right next to where the tomatoes were in the other can.|Ok.  Now, can you pass me the salt?|The glass shaker with the white grains.|And now the black pepper please?|Right next to the salt, in the similar shaker with the darker grains.|Lastly, can you hand me the oregano?|This one is in the different shaker, next to the salt and pepper."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","34J10VATJFZQ17MGFJXBO8TLSLBIQ6","A1XUZFDVKP95VC","Approved","Tue Jan 20 19:00:25 GMT 2015","Tue Jan 20 19:05:57 GMT 2015","Wed Jan 21 03:05:57 GMT 2015","2015/01/21 03:08:48 +0000","","","332","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","could you hand me the olive oil|can you hand me the olive oil in the glass jar|could you give me the garlic|can you hand me the small white clove of garlic|can you hand me the bell pepper|can you hand me the large green bell pepper next to the rice|can you hand me the green onions?|can you hand me the green onion bunch in the front|can you hand me the bag of rice|can you hand me the large red bag of rice on the right|can you hand the tomato sauce to me|can you hand me the red can of tomato sauce next to the chicken broth|can you hand me the can of chicken broth|can you hand me the can of swanson chicken broth next to the rice|can you hand me the salt|can you hand me the salt shaker between the pepper and oregano|can you give me the pepper shaker|can you hand me the pepper shaker next to the salt|could you pass me the oregano|can you give me the oregano between the salt and the olive oil"
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","373ERPL3YO9GMMHRMALF755ZZOTRTX","AVMIXXCHPD291","Approved","Tue Jan 20 18:53:33 GMT 2015","Tue Jan 20 19:24:11 GMT 2015","Wed Jan 21 03:24:11 GMT 2015","2015/01/21 03:28:47 +0000","","","1838","100% (7/7)","100% (7/7)","100% (7/7)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Pass the olive oil. |Please pass me the tall bottle of olive oil there on the left. |Please pass the garlic. |Could you please hand me the small white cloves of garlic there on the right, beside the green pepper?|Please pass the bell pepper. |Can you please hand me the green bell pepper all the way on the right?|Pass the onion. |Can you please hand me the green onions there at the very front?|Now hand me the basmati rice. |Please hand me the big bag of basmati rice on the right. |Pass the tomato sauce. |Please hand me the can of tomato sauce with the red label beside the olive oil. |Now hand me the chicken broth. |Please hand me the can of chicken broth with the white and blue label, next to the bag of rice. |Now pass the salt. |Please hand me the middle shaker of salt. It's white. |Now hand me the pepper.|Please hand me the very first shaker of pepper|Pass the oregano please. |Please hand me the 3rd shaker of oregano, next to the olive oil."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","379J5II41OH3U54HRVZOM7WZQMHLEB","A100VV1V2XDQI7","Approved","Tue Jan 20 18:59:56 GMT 2015","Tue Jan 20 19:07:56 GMT 2015","Wed Jan 21 03:07:56 GMT 2015","2015/01/21 03:08:48 +0000","","","480","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Hand me the olive oil.|Pass me the oil in the glass container next to the pepper.|Pass me the garlic.|Hand me the garlic. |Pass me the bell pepper.|Hand me the green pepper next to the bag of rice.|Hand me the onion.|Pass me the green onions lying in front of the cans.|Bring me the rice.|Bring the rice that's in the bag on the counter.|Hand me the tomato sauce.|Yes, it's the red can on the left.|Pass me the chicken broth.|It's the white & blue can on the right.|Please pass me the salt.|Hand me the salt shaker.|Hand me the pepper shaker.|The pepper is next to the oil.|Please pass me the oregano.|The oregano, on the left, next to the salt."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","3AMW0RGHOD3XFWWSCMVETBZS9OJNP0","AKY7ZFPCHAXMJ","Approved","Tue Jan 20 18:58:49 GMT 2015","Tue Jan 20 19:06:47 GMT 2015","Wed Jan 21 03:06:47 GMT 2015","2015/01/21 03:08:48 +0000","","","478","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Hey, can you pass me the oil?|The olive oil, the bottle there by the rest.|Can I get that garlic?|Oh, that little clove there. I just need some garlic.|How about the pepper|That green pepper, the round one.|I need that onion|The green onions. Long, skinny. You know.|Can I get the rice?|The basmati in the bag there.|Give me the tomato please.|Oh, the can of sauce. Tomato sauce, you know.|Hand me the broth please.|That white can. The chicken broth, pass it over.|Will you pass the salt.|The white shaker.|Can I have the pepper|The little black jar. |Can I get the oregano jar?|The herb in the jar. Not the salt or pepper."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","3B837J3LDOXF7M4CXAGPX09DX5FRS8","AIH06SF8MK6XF","Approved","Tue Jan 20 18:53:06 GMT 2015","Tue Jan 20 18:57:33 GMT 2015","Wed Jan 21 02:57:33 GMT 2015","2015/01/21 02:58:46 +0000","","","267","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","can you hand me that jar of olive oil?|I need that bottle of olive oil on the left.|can you give me the garlic over there?|Grab me the jar of garlic on the left side of the counter|I need the bell pepper.|Can you hand me the bell pepper on the right?|Toss me the onion please.|I need the onion on top of the counter.|can you give me that bag of rice?|Grab the bag of rice on the right side of the counter|I need the tomato sauce.|No, the tomato sauce is on the middle of the counter.|can you hand me that jar of chicken broth?|I need the jar of chicken broth on the middle of the counter|can you pass the salt?|I need the jar of salt on the left.|can you give me the black pepper?|I need the jar of black pepper on the left.|can I have some oregano?|May you hand me the jar of oregano on the left?"
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","3BXQMRHWKZZ4PJJOH7F8Q2XRCF1UM3","A3ODG942FG22PJ","Approved","Tue Jan 20 18:53:13 GMT 2015","Tue Jan 20 19:14:57 GMT 2015","Wed Jan 21 03:14:57 GMT 2015","2015/01/21 03:18:48 +0000","","","1304","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Please hand me the olive oil.|Give me the olive oil on the left of the tomato sauce can.|Hand me the garlic.|Give me the garlic in front of the green pepper.|Hand me the bell pepper.|Give me the bell pepper to the right of the onion.|Give me the onion.|Give me the onion in front of the oil, tomato sauce, and chicekn broth.|Please hand me the basmati rice.|The rice is on the right of the chicken brother.|Please hand me the tomatoe sauce.|Yes, it is on the left of the broth, but on the right of the oil.|Please hand me the chicken broth.|Give me the chicken broth on the right of the tomato sauce.|Please hand me the salt.|Give me the salt in between the pepper and oregano shakers.|Please give me the black papper.|The black pepper to the left of the salt.|Please hand me the oregano.|The oregano to the right of the salt."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","3E4GGUZ1T8S0FJAJDBSM56AV4JMK25","A7V4CVENA0DYV","Approved","Tue Jan 20 18:54:11 GMT 2015","Tue Jan 20 19:18:19 GMT 2015","Wed Jan 21 03:18:19 GMT 2015","2015/01/21 03:18:48 +0000","","","1448","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Please hand me the olive oil.|The olive oil, which is in the tall glass bottle. |Please hand me the garlic.|Please give me the little white thing next to the bell pepper. |Please hand me the bell pepper.|Please hand me the green bell-shaped vegetable.|Please hand me the onion.|The green onion. |Please hand me the basmati rice.|It's on the corner of the table and next to the can of chicken broth.|Please hand me the tomato sauce.|No, it's near the center of the table and next to the chicken broth.|Please hand me the chicken broth.|It's the blue and white can. |Please hand me the salt. |The small glass container with white crystals inside. |Please hand me the black pepper.|It's the small glass container shaped exactly like the salt container.|Please hand me the oregano.|It's the little glass container that's full."
"3P4C70TRMRIYRZ2E7OKAXQLSRNBGLN","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:52:15 GMT 2015","30","BatchId:1794193;","3600","28800","Thu Jan 22 18:52:15 GMT 2015","","","3EA3QWIZ4IW3TNE8WNR6TD48CS9TIU","AYY5ZN9LNCDX3","Approved","Tue Jan 20 18:53:54 GMT 2015","Tue Jan 20 18:58:19 GMT 2015","Wed Jan 21 02:58:19 GMT 2015","2015/01/21 02:58:46 +0000","","","265","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/spanish_rice/spanish_rice.png","Please hand me the olive oil.|Please hand me the olive oil left of the Hunt's tomatoes.|Please hand me garlic.|Please hand me the garlic that's next to the bell pepper.|Please hand me the bell pepper.|Please hand me the bell pepper that's over to the right.|Please hand me the onion.|Please hand me the onion that's to the left of the bell pepper.|Please hand me the bag of rice.|Please hand me the red bag left of the bell pepper.|Please hand me the tomato sauce.|Hand me the tomato sauce that's right of the olive oil.|Please hand me the chicken broth.|Please give me that one that's right of the tomato sauce.|Please hand me the salt.|Hand me the salt that's to the right of the garlic.|Please hand me the black pepper.|The pepper is to the right of the salt.|Please hand me oregano.|The oregano is all the way to the left, left of the salt."
